"Var1","Var2","distance"
"ENCFF138HUE","ENCFF252SPM",1.22272567331671
"ENCFF041ETC","ENCFF252SPM",1.69800150872818
"ENCFF803QKO","ENCFF252SPM",3.3350483042394
"ENCFF231WHF","ENCFF252SPM",2.78316096009975
"ENCFF511HSJ","ENCFF252SPM",2.54832825436409
"ENCFF416HFS","ENCFF252SPM",1.08146319201995
"ENCFF923ZPC","ENCFF252SPM",1.84801453865337
"ENCFF258DPQ","ENCFF252SPM",3.1767143765586
"ENCFF080VML","ENCFF252SPM",2.83027927680798
"ENCFF902OZA","ENCFF252SPM",1.2504300872818
"ENCFF811KHK","ENCFF252SPM",3.16994028678304
"ENCFF948AOR","ENCFF252SPM",3.82007571072319
"ENCFF904WAE","ENCFF252SPM",0.709711471321696
"ENCFF709BYW","ENCFF252SPM",1.15660632169576
"ENCFF739ERP","ENCFF252SPM",1.99785445137157
"ENCFF443ABK","ENCFF252SPM",1.38149602244389
"ENCFF273IBF","ENCFF252SPM",1.6316407605985
"ENCFF802BJP","ENCFF252SPM",1.87532150872818
"ENCFF163CUI","ENCFF252SPM",1.02759760598504
"ENCFF411WKH","ENCFF252SPM",1.15141183291771
"ENCFF747NRM","ENCFF252SPM",0.87570783042394
"ENCFF389LEX","ENCFF252SPM",0.839175561097257
"ENCFF188HFB","ENCFF252SPM",1.1674250872818
"ENCFF103YQS","ENCFF252SPM",1.38092445137157
"ENCFF443KJS","ENCFF252SPM",1.49467715710723
"ENCFF219KHR","ENCFF252SPM",2.55241713216958
"ENCFF754XAQ","ENCFF252SPM",4.83101780548628
"ENCFF241AOZ","ENCFF252SPM",4.72841725685786
"ENCFF705SDK","ENCFF252SPM",2.30695153366584
"ENCFF853FGC","ENCFF252SPM",2.75656026184539
"ENCFF082VUD","ENCFF252SPM",2.3074952244389
"ENCFF076GHL","ENCFF252SPM",2.74282649625935
"ENCFF127WMZ","ENCFF252SPM",1.33386662094763
"ENCFF540HIX","ENCFF252SPM",1.76795137157107
"ENCFF259HTD","ENCFF252SPM",1.43384164588529
"ENCFF825AVT","ENCFF252SPM",1.27240302992519
"ENCFF733BEV","ENCFF252SPM",0.729983516209476
"ENCFF193VAQ","ENCFF252SPM",1.01852903990025
"ENCFF787HQF","ENCFF252SPM",1.54128037406484
"ENCFF715LJJ","ENCFF252SPM",1.23163250623441
"ENCFF502OYV","ENCFF252SPM",3.1456930798005
"ENCFF766DUS","ENCFF252SPM",2.90862189526185
"ENCFF454MWQ","ENCFF252SPM",4.65790716957606
"ENCFF372VPV","ENCFF252SPM",1.32770679551122
"ENCFF683EWG","ENCFF252SPM",1.41622971321696
"ENCFF790BKB","ENCFF252SPM",0.972876346633416
"ENCFF669TNM","ENCFF252SPM",1.51241816708229
"ENCFF856EHA","ENCFF252SPM",1.89332958852868
"ENCFF674TKN","ENCFF252SPM",2.21727295511222
"ENCFF302ROS","ENCFF252SPM",1.43993625935162
"ENCFF763ZLD","ENCFF252SPM",2.65092012468828
"ENCFF518MSP","ENCFF252SPM",2.85679706982544
"ENCFF361GRY","ENCFF252SPM",0.867191371571072
"ENCFF288IBH","ENCFF252SPM",0.693877556109726
"AKAP1_HepG2_rep2","ENCFF252SPM",1.59741193266833
"AKAP1_K562_rep2","ENCFF252SPM",1.47995665835411
"APOBEC3C_K562_rep1","ENCFF252SPM",1.79103137157107
"CPSF6_K562_rep2","ENCFF252SPM",1.30990735660848
"DDX55_HepG2_rep1","ENCFF252SPM",1.18613229426434
"DDX55_K562_rep1","ENCFF252SPM",1.65869066084788
"DDX6_K562_rep2","ENCFF252SPM",0.969673728179551
"FAM120A_HepG2_rep2","ENCFF252SPM",0.577481995012469
"FAM120A_K562_rep2","ENCFF252SPM",0.986109538653367
"FUBP3_HepG2_rep2","ENCFF252SPM",1.4596785286783
"FUS_K562_rep1","ENCFF252SPM",0.536982406483791
"GRSF1_HepG2_rep1","ENCFF252SPM",1.83501096009975
"HNRNPK_HepG2_rep1","ENCFF252SPM",4.08560997506234
"HNRNPK_K562_rep2","ENCFF252SPM",4.51828463840399
"IGF2BP1_HepG2_rep1","ENCFF252SPM",2.21801259351621
"IGF2BP1_K562_rep1","ENCFF252SPM",2.50188120947631
"IGF2BP2_K562_rep2","ENCFF252SPM",2.415422319202
"IGF2BP3_HepG2_rep2","ENCFF252SPM",2.19463278054863
"KHSRP_K562_rep1","ENCFF252SPM",1.31250258104738
"LARP4_HepG2_rep2","ENCFF252SPM",2.09446990024938
"LARP4_K562_rep1","ENCFF252SPM",1.48914975062344
"LSM11_HepG2_rep2","ENCFF252SPM",1.43046836658354
"LSM11_K562_rep2","ENCFF252SPM",0.927568441396509
"NOLC1_K562_rep1","ENCFF252SPM",1.07887275561097
"PABPC4_K562_rep2","ENCFF252SPM",2.11152238154613
"PABPN1_HepG2_rep2","ENCFF252SPM",1.24551485037406
"PCBP1_HepG2_rep2","ENCFF252SPM",3.55777364089776
"PCBP1_K562_rep1","ENCFF252SPM",3.25860197007481
"PCBP2_HepG2_rep2","ENCFF252SPM",5.02692875311721
"PUM2_K562_rep2","ENCFF252SPM",1.61945503740648
"SLBP_K562_rep1","ENCFF252SPM",1.99783798004988
"SUB1_HepG2_rep1","ENCFF252SPM",1.53733289276808
"TARDBP_K562_rep2","ENCFF252SPM",1.06568369077307
"TIA1_HepG2_rep1","ENCFF252SPM",1.83485456359102
"TIA1_K562_rep1","ENCFF252SPM",1.85005036159601
"TIAL1_HepG2_rep1","ENCFF252SPM",1.51141857855362
"UPF1_HepG2_rep1","ENCFF252SPM",1.5851256234414
"UPF1_K562_rep1","ENCFF252SPM",1.58751786783042
"ZC3H11A_HepG2_rep1","ENCFF252SPM",1.18385271820449
"ZC3H11A_K562_rep2","ENCFF252SPM",0.967227880299252
"ENCFF780HTF","ENCFF938CFK",1.62172941396509
"ENCFF016YOC","ENCFF938CFK",0.984692581047381
"ENCFF943EZJ","ENCFF938CFK",2.57562421446384
"ENCFF751GZQ","ENCFF938CFK",2.1221358478803
"ENCFF145NQB","ENCFF938CFK",1.86268678304239
"ENCFF162LAM","ENCFF938CFK",1.94771341645885
"ENCFF515CUN","ENCFF938CFK",0.782728478802993
"ENCFF704TQZ","ENCFF938CFK",1.11297574812968
"ENCFF184QYU","ENCFF938CFK",1.53187958852868
"ENCFF149SFF","ENCFF938CFK",2.20436235660848
"ENCFF210ZRQ","ENCFF938CFK",1.24935381546135
"ENCFF059PZS","ENCFF938CFK",0.798531296758105
"ENCFF198ISB","ENCFF938CFK",3.21254544887781
"ENCFF894NKS","ENCFF938CFK",3.04135288029925
"ENCFF427IMN","ENCFF938CFK",3.3989546882793
"ENCFF544NQL","ENCFF938CFK",3.80503675810474
"ENCFF589JKO","ENCFF938CFK",3.11732854114713
"ENCFF270FPU","ENCFF938CFK",4.54307938902743
"ENCFF698TGL","ENCFF938CFK",2.42076364089776
"ENCFF202RTW","ENCFF938CFK",1.83220099750623
"ENCFF685FNB","ENCFF938CFK",1.14594041147132
"ENCFF252SPM","ENCFF938CFK",1.74472037406484
"ENCFF938CFK","ENCFF938CFK",0
"ENCFF102JHG","ENCFF938CFK",1.12991750623441
"ENCFF551NSA","ENCFF938CFK",1.49939966334165
"ENCFF974AOE","ENCFF938CFK",1.39336532418953
"ENCFF138HUE","ENCFF938CFK",1.5824439276808
"ENCFF041ETC","ENCFF938CFK",2.51061891521197
"ENCFF803QKO","ENCFF938CFK",4.33073174563591
"ENCFF231WHF","ENCFF938CFK",2.07695589775561
"ENCFF511HSJ","ENCFF938CFK",3.35971822942643
"ENCFF416HFS","ENCFF938CFK",1.51678990024938
"ENCFF923ZPC","ENCFF938CFK",1.52489623441396
"ENCFF258DPQ","ENCFF938CFK",4.90156302992519
"ENCFF080VML","ENCFF938CFK",4.55512793017456
"ENCFF902OZA","ENCFF938CFK",2.74970786783042
"ENCFF811KHK","ENCFF938CFK",2.65122140897756
"ENCFF948AOR","ENCFF938CFK",2.54649758104738
"ENCFF904WAE","ENCFF938CFK",1.66656127182045
"ENCFF709BYW","ENCFF938CFK",1.20557205735661
"ENCFF739ERP","ENCFF938CFK",1.67430315461347
"ENCFF443ABK","ENCFF938CFK",1.74516125935162
"ENCFF273IBF","ENCFF938CFK",3.20588519950125
"ENCFF802BJP","ENCFF938CFK",3.23448824189526
"ENCFF163CUI","ENCFF938CFK",2.37091014962594
"ENCFF411WKH","ENCFF938CFK",2.74770088528678
"ENCFF747NRM","ENCFF938CFK",2.13716541147132
"ENCFF389LEX","ENCFF938CFK",1.45427102244389
"ENCFF188HFB","ENCFF938CFK",1.88440104738155
"ENCFF103YQS","ENCFF938CFK",2.97553854114713
"ENCFF443KJS","ENCFF938CFK",1.11907359102244
"ENCFF219KHR","ENCFF938CFK",1.35298897755611
"ENCFF754XAQ","ENCFF938CFK",6.12025875311721
"ENCFF241AOZ","ENCFF938CFK",6.02464037406484
"ENCFF705SDK","ENCFF938CFK",3.71647879052369
"ENCFF853FGC","ENCFF938CFK",4.41534779301746
"ENCFF082VUD","ENCFF938CFK",3.8196305361596
"ENCFF076GHL","ENCFF938CFK",4.00450981296758
"ENCFF127WMZ","ENCFF938CFK",2.79362819201995
"ENCFF540HIX","ENCFF938CFK",3.40469668329177
"ENCFF259HTD","ENCFF938CFK",2.74341950124688
"ENCFF825AVT","ENCFF938CFK",2.04554911471322
"ENCFF733BEV","ENCFF938CFK",1.69082683291771
"ENCFF193VAQ","ENCFF938CFK",2.44152078553616
"ENCFF787HQF","ENCFF938CFK",3.25617568578554
"ENCFF715LJJ","ENCFF938CFK",2.01528288029925
"ENCFF502OYV","ENCFF938CFK",4.47344230673317
"ENCFF766DUS","ENCFF938CFK",4.30142334164588
"ENCFF454MWQ","ENCFF938CFK",6.17378764339152
"ENCFF372VPV","ENCFF938CFK",3.0425694638404
"ENCFF683EWG","ENCFF938CFK",2.38799614713217
"ENCFF790BKB","ENCFF938CFK",2.53039614713217
"ENCFF669TNM","ENCFF938CFK",1.6100437032419
"ENCFF856EHA","ENCFF938CFK",3.60585859102244
"ENCFF674TKN","ENCFF938CFK",3.94092315461347
"ENCFF302ROS","ENCFF938CFK",3.02996987531172
"ENCFF763ZLD","ENCFF938CFK",2.49588942643392
"ENCFF518MSP","ENCFF938CFK",2.62788130922693
"ENCFF361GRY","ENCFF938CFK",2.53346177057357
"ENCFF288IBH","ENCFF938CFK",2.28644399002494
"AKAP1_HepG2_rep2","ENCFF938CFK",1.62542981296758
"AKAP1_K562_rep2","ENCFF938CFK",2.13583591022444
"APOBEC3C_K562_rep1","ENCFF938CFK",3.45815860349127
"CPSF6_K562_rep2","ENCFF938CFK",2.92000089775561
"DDX55_HepG2_rep1","ENCFF938CFK",2.85106314214464
"DDX55_K562_rep1","ENCFF938CFK",3.35298928927681
"DDX6_K562_rep2","ENCFF938CFK",2.60614594763092
"FAM120A_HepG2_rep2","ENCFF938CFK",1.77451119700748
"FAM120A_K562_rep2","ENCFF938CFK",2.30228218204489
"FUBP3_HepG2_rep2","ENCFF938CFK",3.03043583541147
"FUS_K562_rep1","ENCFF938CFK",1.71761706982544
"GRSF1_HepG2_rep1","ENCFF938CFK",1.03191253117207
"HNRNPK_HepG2_rep1","ENCFF938CFK",5.38455311720698
"HNRNPK_K562_rep2","ENCFF938CFK",5.81473543640898
"IGF2BP1_HepG2_rep1","ENCFF938CFK",3.61415451371571
"IGF2BP1_K562_rep1","ENCFF938CFK",4.0787983915212
"IGF2BP2_K562_rep2","ENCFF938CFK",3.80908087281796
"IGF2BP3_HepG2_rep2","ENCFF938CFK",3.44444220698254
"KHSRP_K562_rep1","ENCFF938CFK",2.7252464713217
"LARP4_HepG2_rep2","ENCFF938CFK",3.80912334164589
"LARP4_K562_rep1","ENCFF938CFK",2.8969293765586
"LSM11_HepG2_rep2","ENCFF938CFK",2.49995876558603
"LSM11_K562_rep2","ENCFF938CFK",2.64040315461347
"NOLC1_K562_rep1","ENCFF938CFK",2.64433674563591
"PABPC4_K562_rep2","ENCFF938CFK",3.53907255610973
"PABPN1_HepG2_rep2","ENCFF938CFK",2.35187265586035
"PCBP1_HepG2_rep2","ENCFF938CFK",4.9133446882793
"PCBP1_K562_rep1","ENCFF938CFK",4.89794234413965
"PCBP2_HepG2_rep2","ENCFF938CFK",6.31698481296758
"PUM2_K562_rep2","ENCFF938CFK",3.33028620947631
"SLBP_K562_rep1","ENCFF938CFK",3.08186536159601
"SUB1_HepG2_rep1","ENCFF938CFK",2.96159640897756
"TARDBP_K562_rep2","ENCFF938CFK",1.72761279301746
"TIA1_HepG2_rep1","ENCFF938CFK",3.55327356608479
"TIA1_K562_rep1","ENCFF938CFK",3.57127302992519
"TIAL1_HepG2_rep1","ENCFF938CFK",3.22699825436409
"UPF1_HepG2_rep1","ENCFF938CFK",1.30343495012469
"UPF1_K562_rep1","ENCFF938CFK",1.71295796758105
"ZC3H11A_HepG2_rep1","ENCFF938CFK",2.90923187032419
"ZC3H11A_K562_rep2","ENCFF938CFK",2.62424007481297
"ENCFF780HTF","ENCFF102JHG",2.24797028678304
"ENCFF016YOC","ENCFF102JHG",1.67725781795511
"ENCFF943EZJ","ENCFF102JHG",1.53440187032419
"ENCFF751GZQ","ENCFF102JHG",1.27896475062344
"ENCFF145NQB","ENCFF102JHG",1.43684945137157
"ENCFF162LAM","ENCFF102JHG",1.23769690773067
"ENCFF515CUN","ENCFF102JHG",0.8992736159601
"ENCFF704TQZ","ENCFF102JHG",1.2355613840399
"ENCFF184QYU","ENCFF102JHG",2.06774664588529
"ENCFF149SFF","ENCFF102JHG",1.22532856608479
"ENCFF210ZRQ","ENCFF102JHG",1.87441067331671
"ENCFF059PZS","ENCFF102JHG",1.14836760598504
"ENCFF198ISB","ENCFF102JHG",2.56392258104738
"ENCFF894NKS","ENCFF102JHG",2.47059315461347
"ENCFF427IMN","ENCFF102JHG",2.36559239401496
"ENCFF544NQL","ENCFF102JHG",2.73573306733167
"ENCFF589JKO","ENCFF102JHG",2.31584168329177
"ENCFF270FPU","ENCFF102JHG",3.50143317955112
"ENCFF698TGL","ENCFF102JHG",1.68867294264339
"ENCFF202RTW","ENCFF102JHG",1.00193403990025
"ENCFF685FNB","ENCFF102JHG",0.71597644638404
"ENCFF252SPM","ENCFF102JHG",0.944595685785536
"ENCFF938CFK","ENCFF102JHG",1.12991750623441
"ENCFF102JHG","ENCFF102JHG",0
"ENCFF551NSA","ENCFF102JHG",0.830933728179551
"ENCFF974AOE","ENCFF102JHG",1.1584233042394
"ENCFF138HUE","ENCFF102JHG",1.69422672069825
"ENCFF041ETC","ENCFF102JHG",1.91474250623441
"ENCFF803QKO","ENCFF102JHG",3.63420418952618
"ENCFF231WHF","ENCFF102JHG",2.04907110972569
"ENCFF511HSJ","ENCFF102JHG",2.71765703241895
"ENCFF416HFS","ENCFF102JHG",0.730722793017456
"ENCFF923ZPC","ENCFF102JHG",1.29238822942643
"ENCFF258DPQ","ENCFF102JHG",3.8320622319202
"ENCFF080VML","ENCFF102JHG",3.48562713216958
"ENCFF902OZA","ENCFF102JHG",1.70155345386534
"ENCFF811KHK","ENCFF102JHG",3.33341083541147
"ENCFF948AOR","ENCFF102JHG",3.29013857855362
"ENCFF904WAE","ENCFF102JHG",1.22325743142145
"ENCFF709BYW","ENCFF102JHG",0.673132880299252
"ENCFF739ERP","ENCFF102JHG",2.23732674563591
"ENCFF443ABK","ENCFF102JHG",1.82143003740648
"ENCFF273IBF","ENCFF102JHG",2.13915687032419
"ENCFF802BJP","ENCFF102JHG",2.37328018703242
"ENCFF163CUI","ENCFF102JHG",1.64968568578554
"ENCFF411WKH","ENCFF102JHG",1.78592811720698
"ENCFF747NRM","ENCFF102JHG",1.41852199501247
"ENCFF389LEX","ENCFF102JHG",1.15790239401496
"ENCFF188HFB","ENCFF102JHG",1.50866663341646
"ENCFF103YQS","ENCFF102JHG",2.04464662094763
"ENCFF443KJS","ENCFF102JHG",1.36279304239402
"ENCFF219KHR","ENCFF102JHG",2.02582917705736
"ENCFF754XAQ","ENCFF102JHG",5.36770381546135
"ENCFF241AOZ","ENCFF102JHG",5.26510326683292
"ENCFF705SDK","ENCFF102JHG",2.8330420074813
"ENCFF853FGC","ENCFF102JHG",3.36222096009975
"ENCFF082VUD","ENCFF102JHG",2.85905592269327
"ENCFF076GHL","ENCFF102JHG",3.26755764339152
"ENCFF127WMZ","ENCFF102JHG",1.78841891521197
"ENCFF540HIX","ENCFF102JHG",2.33817573566085
"ENCFF259HTD","ENCFF102JHG",1.82083596009975
"ENCFF825AVT","ENCFF102JHG",1.79136507481297
"ENCFF733BEV","ENCFF102JHG",1.1814766084788
"ENCFF193VAQ","ENCFF102JHG",1.371448840399
"ENCFF787HQF","ENCFF102JHG",2.27479952618454
"ENCFF715LJJ","ENCFF102JHG",1.74563068578554
"ENCFF502OYV","ENCFF102JHG",3.68237908977556
"ENCFF766DUS","ENCFF102JHG",3.44530790523691
"ENCFF454MWQ","ENCFF102JHG",5.22709537406484
"ENCFF372VPV","ENCFF102JHG",2.07598397755611
"ENCFF683EWG","ENCFF102JHG",1.56901427680798
"ENCFF790BKB","ENCFF102JHG",1.46757213216958
"ENCFF669TNM","ENCFF102JHG",1.23535886533666
"ENCFF856EHA","ENCFF102JHG",2.53616557356608
"ENCFF674TKN","ENCFF102JHG",2.87142235660848
"ENCFF302ROS","ENCFF102JHG",1.95849221945137
"ENCFF763ZLD","ENCFF102JHG",2.87117952618454
"ENCFF518MSP","ENCFF102JHG",3.19072851620948
"ENCFF361GRY","ENCFF102JHG",1.59594862842893
"ENCFF288IBH","ENCFF102JHG",1.34571433915212
"AKAP1_HepG2_rep2","ENCFF102JHG",1.94057066084788
"AKAP1_K562_rep2","ENCFF102JHG",2.03109099750623
"APOBEC3C_K562_rep1","ENCFF102JHG",2.38830019950125
"CPSF6_K562_rep2","ENCFF102JHG",1.85348905236908
"DDX55_HepG2_rep1","ENCFF102JHG",1.9050185286783
"DDX55_K562_rep1","ENCFF102JHG",2.28354552369077
"DDX6_K562_rep2","ENCFF102JHG",1.5930407605985
"FAM120A_HepG2_rep2","ENCFF102JHG",1.07988386533666
"FAM120A_K562_rep2","ENCFF102JHG",1.40786056109726
"FUBP3_HepG2_rep2","ENCFF102JHG",2.04523219451372
"FUS_K562_rep1","ENCFF102JHG",0.957741982543641
"GRSF1_HepG2_rep1","ENCFF102JHG",1.33055938902743
"HNRNPK_HepG2_rep1","ENCFF102JHG",4.62229598503741
"HNRNPK_K562_rep2","ENCFF102JHG",5.05497064837905
"IGF2BP1_HepG2_rep1","ENCFF102JHG",2.75469860349127
"IGF2BP1_K562_rep1","ENCFF102JHG",3.08781901496259
"IGF2BP2_K562_rep2","ENCFF102JHG",2.95210832917706
"IGF2BP3_HepG2_rep2","ENCFF102JHG",2.70641507481297
"KHSRP_K562_rep1","ENCFF102JHG",1.74239317955112
"LARP4_HepG2_rep2","ENCFF102JHG",2.7396225436409
"LARP4_K562_rep1","ENCFF102JHG",1.85421800498753
"LSM11_HepG2_rep2","ENCFF102JHG",2.13019238154613
"LSM11_K562_rep2","ENCFF102JHG",1.70711908977556
"NOLC1_K562_rep1","ENCFF102JHG",1.59828971321696
"PABPC4_K562_rep2","ENCFF102JHG",2.63967811720698
"PABPN1_HepG2_rep2","ENCFF102JHG",1.89682278054863
"PCBP1_HepG2_rep2","ENCFF102JHG",4.09445965087282
"PCBP1_K562_rep1","ENCFF102JHG",3.85113179551122
"PCBP2_HepG2_rep2","ENCFF102JHG",5.56361476309227
"PUM2_K562_rep2","ENCFF102JHG",2.26282266832918
"SLBP_K562_rep1","ENCFF102JHG",2.33674825436409
"SUB1_HepG2_rep1","ENCFF102JHG",1.95770900249377
"TARDBP_K562_rep2","ENCFF102JHG",1.08002182044888
"TIA1_HepG2_rep1","ENCFF102JHG",2.4837727680798
"TIA1_K562_rep1","ENCFF102JHG",2.5017722319202
"TIAL1_HepG2_rep1","ENCFF102JHG",2.1574974563591
"UPF1_HepG2_rep1","ENCFF102JHG",1.81084410224439
"UPF1_K562_rep1","ENCFF102JHG",1.88948155860349
"ZC3H11A_HepG2_rep1","ENCFF102JHG",2.04430044887781
"ZC3H11A_K562_rep2","ENCFF102JHG",1.60492244389027
"ENCFF780HTF","ENCFF551NSA",2.84220279301746
"ENCFF016YOC","ENCFF551NSA",1.90422266832918
"ENCFF943EZJ","ENCFF551NSA",1.54108093516209
"ENCFF751GZQ","ENCFF551NSA",1.17347683291771
"ENCFF145NQB","ENCFF551NSA",1.7003839276808
"ENCFF162LAM","ENCFF551NSA",1.0100337032419
"ENCFF515CUN","ENCFF551NSA",1.44627657107232
"ENCFF704TQZ","ENCFF551NSA",1.38033842892768
"ENCFF184QYU","ENCFF551NSA",2.68077845386534
"ENCFF149SFF","ENCFF551NSA",1.43391708229426
"ENCFF210ZRQ","ENCFF551NSA",2.62721744389027
"ENCFF059PZS","ENCFF551NSA",1.730157319202
"ENCFF198ISB","ENCFF551NSA",1.85832845386534
"ENCFF894NKS","ENCFF551NSA",1.77534012468828
"ENCFF427IMN","ENCFF551NSA",2.4976507605985
"ENCFF544NQL","ENCFF551NSA",2.71719375311721
"ENCFF589JKO","ENCFF551NSA",2.13049605985037
"ENCFF270FPU","ENCFF551NSA",3.45799817955112
"ENCFF698TGL","ENCFF551NSA",1.86095472568579
"ENCFF202RTW","ENCFF551NSA",1.18071110972569
"ENCFF685FNB","ENCFF551NSA",0.645506683291771
"ENCFF252SPM","ENCFF551NSA",1.13586504987531
"ENCFF938CFK","ENCFF551NSA",1.49939966334165
"ENCFF102JHG","ENCFF551NSA",0.830933728179551
"ENCFF551NSA","ENCFF551NSA",0
"ENCFF974AOE","ENCFF551NSA",1.51254922693267
"ENCFF138HUE","ENCFF551NSA",1.47682586034913
"ENCFF041ETC","ENCFF551NSA",1.20194658354115
"ENCFF803QKO","ENCFF551NSA",2.89565198254364
"ENCFF231WHF","ENCFF551NSA",1.78149074812968
"ENCFF511HSJ","ENCFF551NSA",2.21048579800499
"ENCFF416HFS","ENCFF551NSA",0.598272256857855
"ENCFF923ZPC","ENCFF551NSA",1.25650440149626
"ENCFF258DPQ","ENCFF551NSA",3.81366117206983
"ENCFF080VML","ENCFF551NSA",3.4672260723192
"ENCFF902OZA","ENCFF551NSA",1.81318216957606
"ENCFF811KHK","ENCFF551NSA",3.92306012468828
"ENCFF948AOR","ENCFF551NSA",3.99345642144638
"ENCFF904WAE","ENCFF551NSA",1.46567993765586
"ENCFF709BYW","ENCFF551NSA",1.07343548628429
"ENCFF739ERP","ENCFF551NSA",2.81929640897756
"ENCFF443ABK","ENCFF551NSA",2.22873074812968
"ENCFF273IBF","ENCFF551NSA",2.11798334164589
"ENCFF802BJP","ENCFF551NSA",2.14039960099751
"ENCFF163CUI","ENCFF551NSA",1.98923385286783
"ENCFF411WKH","ENCFF551NSA",1.93080014962594
"ENCFF747NRM","ENCFF551NSA",1.72658407730673
"ENCFF389LEX","ENCFF551NSA",1.73467188279302
"ENCFF188HFB","ENCFF551NSA",2.0672483915212
"ENCFF103YQS","ENCFF551NSA",2.18028413965087
"ENCFF443KJS","ENCFF551NSA",1.9230447755611
"ENCFF219KHR","ENCFF551NSA",2.72564784289277
"ENCFF754XAQ","ENCFF551NSA",4.86341517456359
"ENCFF241AOZ","ENCFF551NSA",4.73104756857855
"ENCFF705SDK","ENCFF551NSA",2.60693820448878
"ENCFF853FGC","ENCFF551NSA",3.32744593516209
"ENCFF082VUD","ENCFF551NSA",2.73247436408978
"ENCFF076GHL","ENCFF551NSA",2.7782291521197
"ENCFF127WMZ","ENCFF551NSA",1.87901713216958
"ENCFF540HIX","ENCFF551NSA",2.31707901496259
"ENCFF259HTD","ENCFF551NSA",1.68216327930175
"ENCFF825AVT","ENCFF551NSA",2.18378179551122
"ENCFF733BEV","ENCFF551NSA",1.55022634663342
"ENCFF193VAQ","ENCFF551NSA",1.50927608478803
"ENCFF787HQF","ENCFF551NSA",2.37864347880299
"ENCFF715LJJ","ENCFF551NSA",2.21195581047382
"ENCFF502OYV","ENCFF551NSA",3.36903
"ENCFF766DUS","ENCFF551NSA",3.21352148379052
"ENCFF454MWQ","ENCFF551NSA",5.08588578553616
"ENCFF372VPV","ENCFF551NSA",2.21223895261845
"ENCFF683EWG","ENCFF551NSA",1.47768069825436
"ENCFF790BKB","ENCFF551NSA",1.57507418952618
"ENCFF669TNM","ENCFF551NSA",1.78276216957606
"ENCFF856EHA","ENCFF551NSA",2.51773453865337
"ENCFF674TKN","ENCFF551NSA",2.8530212967581
"ENCFF302ROS","ENCFF551NSA",1.94389078553616
"ENCFF763ZLD","ENCFF551NSA",3.47878684538653
"ENCFF518MSP","ENCFF551NSA",3.77870077306733
"ENCFF361GRY","ENCFF551NSA",1.73970367830424
"ENCFF288IBH","ENCFF551NSA",1.51369711970075
"AKAP1_HepG2_rep2","ENCFF551NSA",2.47211932668329
"AKAP1_K562_rep2","ENCFF551NSA",2.38039908977556
"APOBEC3C_K562_rep1","ENCFF551NSA",2.36886502493766
"CPSF6_K562_rep2","ENCFF551NSA",1.87344163341646
"DDX55_HepG2_rep1","ENCFF551NSA",2.06983278054863
"DDX55_K562_rep1","ENCFF551NSA",2.27036770573566
"DDX6_K562_rep2","ENCFF551NSA",1.74311643391521
"FAM120A_HepG2_rep2","ENCFF551NSA",1.42899644638404
"FAM120A_K562_rep2","ENCFF551NSA",1.84912760598504
"FUBP3_HepG2_rep2","ENCFF551NSA",2.17658936408978
"FUS_K562_rep1","ENCFF551NSA",1.34225211970075
"GRSF1_HepG2_rep1","ENCFF551NSA",2.0431470074813
"HNRNPK_HepG2_rep1","ENCFF551NSA",4.23974213216958
"HNRNPK_K562_rep2","ENCFF551NSA",4.68871602244389
"IGF2BP1_HepG2_rep1","ENCFF551NSA",2.52625265586035
"IGF2BP1_K562_rep1","ENCFF551NSA",2.99089653366584
"IGF2BP2_K562_rep2","ENCFF551NSA",2.72117901496259
"IGF2BP3_HepG2_rep2","ENCFF551NSA",2.33658556109726
"KHSRP_K562_rep1","ENCFF551NSA",1.83609922693267
"LARP4_HepG2_rep2","ENCFF551NSA",2.76853614713217
"LARP4_K562_rep1","ENCFF551NSA",1.80519435162095
"LSM11_HepG2_rep2","ENCFF551NSA",2.42780965087282
"LSM11_K562_rep2","ENCFF551NSA",1.83791840399002
"NOLC1_K562_rep1","ENCFF551NSA",1.72375209476309
"PABPC4_K562_rep2","ENCFF551NSA",2.45117069825436
"PABPN1_HepG2_rep2","ENCFF551NSA",2.23017718204489
"PCBP1_HepG2_rep2","ENCFF551NSA",3.80326956359102
"PCBP1_K562_rep1","ENCFF551NSA",3.81004048628429
"PCBP2_HepG2_rep2","ENCFF551NSA",5.2197703117207
"PUM2_K562_rep2","ENCFF551NSA",2.3605394638404
"SLBP_K562_rep1","ENCFF551NSA",1.7241992394015
"SUB1_HepG2_rep1","ENCFF551NSA",1.87371721945137
"TARDBP_K562_rep2","ENCFF551NSA",1.34485899002494
"TIA1_HepG2_rep1","ENCFF551NSA",2.48287926433915
"TIA1_K562_rep1","ENCFF551NSA",2.48337117206983
"TIAL1_HepG2_rep1","ENCFF551NSA",2.16648864089776
"UPF1_HepG2_rep1","ENCFF551NSA",2.39878925187032
"UPF1_K562_rep1","ENCFF551NSA",2.47054962593516
"ZC3H11A_HepG2_rep1","ENCFF551NSA",2.18734854114713
"ZC3H11A_K562_rep2","ENCFF551NSA",1.73034387780549
"ENCFF780HTF","ENCFF974AOE",1.94136172069825
"ENCFF016YOC","ENCFF974AOE",1.40417456359102
"ENCFF943EZJ","ENCFF974AOE",1.77977864089776
"ENCFF751GZQ","ENCFF974AOE",1.69912820448878
"ENCFF145NQB","ENCFF974AOE",0.852557618453865
